Row ID,Order ID,Order Date,Shipped Date,City,Country,Category,Sub-Category,Product ID,Product Name,Customer ID,Customer Name,Segment,Sales,Quantity,Discount,Profit,Region,State
1683,US-2016-101497,13-03-2016,18-03-2016,Los Angeles,United States,Office Supplies,Paper,OFF-PA-10000176,Xerox 1887,PS-18760,Pamela Stobb,Consumer,18.97,1,0,9.1056,West,California
1684,CA-2016-147585,23-03-2017,25-03-2017,San Francisco,United States,Furniture,Furnishings,FUR-FU-10002597,"C-Line Magnetic Cubicle Keepers, Clear Polypropylene",CB-12535,Claudia Bergmann,Corporate,14.82,3,0,6.2244,West,California
1685,CA-2017-149489,28-12-2017,02-01-2018,Philadelphia,United States,Office Supplies,Appliances,OFF-AP-10002495,"Acco Smartsocket Table Surge Protector, 6 Color-Coded Adapter Outlets",DK-12835,Damala Kotsonis,Corporate,99.28,2,0.2,12.41,East,Pennsylvania
1686,CA-2017-149489,03-07-2017,10-07-2017,Philadelphia,United States,Office Supplies,Binders,OFF-BI-10002813,Avery Reinforcements for Hole-Punch Pages,DK-12835,Damala Kotsonis,Corporate,1.188,2,0.7,-0.99,East,Pennsylvania
1687,CA-2017-149489,25-07-2014,27-07-2014,Philadelphia,United States,Office Supplies,Binders,OFF-BI-10002414,GBC ProClick Spines for 32-Hole Punch,DK-12835,Damala Kotsonis,Corporate,7.518,2,0.7,-5.7638,East,Pennsylvania
1688,CA-2017-143798,02-05-2017,07-05-2017,Philadelphia,United States,Office Supplies,Paper,OFF-PA-10000788,Xerox 210,AW-10840,Anthony Witt,Consumer,10.368,2,0.2,3.6288,East,Pennsylvania
1689,CA-2017-143798,19-11-2017,23-11-2017,Philadelphia,United States,Furniture,Furnishings,FUR-FU-10004306,Electrix Halogen Magnifier Lamp,AW-10840,Anthony Witt,Consumer,310.88,2,0.2,23.316,East,Pennsylvania
1690,CA-2014-142839,09-07-2017,14-07-2017,Philadelphia,United States,Furniture,Tables,FUR-TA-10001539,Chromcraft Rectangular Conference Tables,TS-21610,Troy Staebel,Consumer,853.092,6,0.4,-227.4912,East,Pennsylvania
1691,CA-2017-129833,26-01-2014,31-01-2014,Indianapolis,United States,Office Supplies,Paper,OFF-PA-10000575,"Wirebound Message Books, Four 2 3/4 x 5 White Forms per Page",HF-14995,Herbert Flentye,Consumer,33.45,5,0,15.387,Central,Indiana
1692,CA-2017-129833,26-01-2014,31-01-2014,Indianapolis,United States,Office Supplies,Binders,OFF-BI-10004182,Economy Binders,HF-14995,Herbert Flentye,Consumer,10.4,5,0,5.096,Central,Indiana
1693,US-2016-154361,15-05-2017,20-05-2017,Columbus,United States,Furniture,Furnishings,FUR-FU-10004020,Advantus Panel Wall Acrylic Frame,HZ-14950,Henia Zydlo,Consumer,21.88,5,0.2,6.2905,East,Ohio
1694,US-2016-158708,07-09-2014,12-09-2014,Plano,United States,Technology,Accessories,TEC-AC-10003133,Memorex Mini Travel Drive 4 GB USB 2.0 Flash Drive,AB-10255,Alejandro Ballentine,Home Office,13.616,2,0.2,3.5742,Central,Texas
1695,CA-2015-156335,07-09-2014,12-09-2014,Bayonne,United States,Technology,Accessories,TEC-AC-10002006,Memorex Micro Travel Drive 16 GB,PO-19195,Phillina Ober,Home Office,63.96,4,0,19.8276,East,New Jersey
1696,CA-2015-156335,22-01-2016,28-01-2016,Bayonne,United States,Office Supplies,Binders,OFF-BI-10003314,Tuff Stuff Recycled Round Ring Binders,PO-19195,Phillina Ober,Home Office,14.46,3,0,7.0854,East,New Jersey
1697,CA-2015-156335,30-01-2015,06-02-2015,Bayonne,United States,Technology,Phones,TEC-PH-10002726,netTALK DUO VoIP Telephone Service,PO-19195,Phillina Ober,Home Office,104.98,2,0,52.49,East,New Jersey
1698,CA-2015-148376,13-02-2017,19-02-2017,Los Angeles,United States,Office Supplies,Appliances,OFF-AP-10000240,Belkin F9G930V10-GRY 9 Outlet Surge,AG-10900,Arthur Gainer,Consumer,106.96,2,0,31.0184,West,California
1699,CA-2015-148376,04-11-2014,08-11-2014,Los Angeles,United States,Office Supplies,Labels,OFF-LA-10002381,Avery 497,AG-10900,Arthur Gainer,Consumer,21.56,7,0,10.3488,West,California
1700,CA-2014-135657,20-06-2015,25-06-2015,Seattle,United States,Furniture,Tables,FUR-TA-10004086,KI Adjustable-Height Table,SC-20725,Steven Cartwright,Consumer,515.88,6,0,113.4936,West,Washington
1701,CA-2015-114069,11-03-2016,15-03-2016,New York City,United States,Office Supplies,Binders,OFF-BI-10000320,GBC Plastic Binding Combs,ND-18370,Natalie DeCherney,Consumer,11.808,2,0.2,4.2804,East,New York
1702,CA-2015-114069,03-11-2017,08-11-2017,New York City,United States,Furniture,Chairs,FUR-CH-10000595,Safco Contoured Stacking Chairs,ND-18370,Natalie DeCherney,Consumer,1931.04,9,0.1,321.84,East,New York
1703,CA-2015-114069,16-11-2015,18-11-2015,New York City,United States,Office Supplies,Paper,OFF-PA-10000349,Easy-staple paper,ND-18370,Natalie DeCherney,Consumer,9.96,2,0,4.6812,East,New York
1704,CA-2014-139857,01-09-2015,08-09-2015,San Diego,United States,Office Supplies,Fasteners,OFF-FA-10001843,Staples,CD-12790,Cynthia Delaney,Home Office,12.35,5,0,5.8045,West,California
1705,CA-2016-106306,08-04-2017,15-04-2017,Glendale,United States,Office Supplies,Binders,OFF-BI-10003676,"GBC Standard Recycled Report Covers, Clear Plastic Sheets",PG-18820,Patrick Gardner,Consumer,9.702,3,0.7,-7.1148,West,Arizona
1706,CA-2015-100545,19-03-2016,21-03-2016,Philadelphia,United States,Office Supplies,Binders,OFF-BI-10003638,GBC Durable Plastic Covers,IM-15070,Irene Maddox,Consumer,11.61,2,0.7,-9.288,East,Pennsylvania
1707,CA-2017-123491,19-03-2016,21-03-2016,San Francisco,United States,Office Supplies,Labels,OFF-LA-10003077,Avery 500,JK-15205,Jamie Kunitz,Consumer,43.86,6,0,20.6142,West,California
1708,CA-2017-123491,11-11-2016,16-11-2016,San Francisco,United States,Technology,Phones,TEC-PH-10003505,Geemarc AmpliPOWER60,JK-15205,Jamie Kunitz,Consumer,148.48,2,0.2,16.704,West,California
1709,CA-2017-123491,23-10-2017,29-10-2017,San Francisco,United States,Office Supplies,Paper,OFF-PA-10003424,"""While you Were Out"" Message Book, One Form per Page",JK-15205,Jamie Kunitz,Consumer,7.42,2,0,3.71,West,California
1710,CA-2017-123491,02-09-2014,05-09-2014,San Francisco,United States,Furniture,Chairs,FUR-CH-10003061,"Global Leather Task Chair, Black",JK-15205,Jamie Kunitz,Consumer,71.992,1,0.2,-0.8999,West,California
1711,CA-2017-123491,10-07-2017,14-07-2017,San Francisco,United States,Office Supplies,Art,OFF-AR-10003514,4009 Highlighters by Sanford,JK-15205,Jamie Kunitz,Consumer,19.9,5,0,6.567,West,California
1712,CA-2017-123491,18-11-2017,24-11-2017,San Francisco,United States,Office Supplies,Appliances,OFF-AP-10002684,"Acco 7-Outlet Masterpiece Power Center, Wihtout Fax/Phone Line Protection",JK-15205,Jamie Kunitz,Consumer,1702.12,14,0,510.636,West,California
1713,CA-2015-145401,19-11-2017,24-11-2017,Houston,United States,Office Supplies,Paper,OFF-PA-10004405,Rediform Voice Mail Log Books,JP-15520,Jeremy Pistek,Consumer,14.304,6,0.2,5.0064,Central,Texas
1714,US-2017-124968,04-11-2016,05-11-2016,Chicago,United States,Furniture,Tables,FUR-TA-10004289,BoxOffice By Design Rectangular and Half-Moon Meeting Room Tables,MM-18055,Michelle Moray,Consumer,765.625,7,0.5,-566.5625,Central,Illinois
1715,CA-2017-104003,14-12-2017,18-12-2017,San Francisco,United States,Furniture,Bookcases,FUR-BO-10003965,O'Sullivan Manor Hill 2-Door Library in Brianna Oak,DC-13285,Debra Catini,Consumer,307.666,2,0.15,-14.4784,West,California
1716,CA-2016-154788,16-12-2017,21-12-2017,New York City,United States,Office Supplies,Binders,OFF-BI-10003314,Tuff Stuff Recycled Round Ring Binders,JL-15835,John Lee,Consumer,7.712,2,0.2,2.7956,East,New York
1717,CA-2016-169943,25-05-2016,30-05-2016,New York City,United States,Office Supplies,Appliances,OFF-AP-10001563,Belkin Premiere Surge Master II 8-outlet surge protector,BN-11515,Bradley Nguyen,Consumer,242.9,5,0,70.441,East,New York
1718,CA-2016-169943,05-12-2016,06-12-2016,New York City,United States,Office Supplies,Storage,OFF-ST-10004123,Safco Industrial Wire Shelving System,BN-11515,Bradley Nguyen,Consumer,454.9,5,0,0,East,New York
1719,CA-2016-169943,08-11-2015,14-11-2015,New York City,United States,Furniture,Furnishings,FUR-FU-10002088,Nu-Dell Float Frame 11 x 14 1/2,BN-11515,Bradley Nguyen,Consumer,35.92,4,0,15.0864,East,New York
1720,CA-2016-169943,11-06-2015,16-06-2015,New York City,United States,Furniture,Furnishings,FUR-FU-10000010,"DAX Value U-Channel Document Frames, Easel Back",BN-11515,Bradley Nguyen,Consumer,39.76,8,0,12.3256,East,New York
1721,CA-2016-169943,06-10-2017,11-10-2017,New York City,United States,Office Supplies,Binders,OFF-BI-10002824,Recycled Easel Ring Binders,BN-11515,Bradley Nguyen,Consumer,47.744,4,0.2,14.92,East,New York
1722,US-2015-123218,19-10-2017,24-10-2017,Chicago,United States,Technology,Phones,TEC-PH-10001061,Apple iPhone 5C,KD-16345,Katherine Ducich,Consumer,159.984,2,0.2,11.9988,Central,Illinois
1723,US-2015-123218,17-11-2014,22-11-2014,Chicago,United States,Technology,Accessories,TEC-AC-10000736,Logitech G600 MMO Gaming Mouse,KD-16345,Katherine Ducich,Consumer,255.968,4,0.2,51.1936,Central,Illinois
1724,US-2015-123218,31-03-2017,02-04-2017,Chicago,United States,Furniture,Bookcases,FUR-BO-10003966,"Sauder Facets Collection Library, Sky Alder Finish",KD-16345,Katherine Ducich,Consumer,359.058,3,0.3,-71.8116,Central,Illinois
1725,CA-2015-127453,16-12-2014,17-12-2014,Philadelphia,United States,Office Supplies,Appliances,OFF-AP-10000828,Avanti 4.4 Cu. Ft. Refrigerator,JK-15370,Jay Kimmel,Consumer,434.352,3,0.2,43.4352,East,Pennsylvania
1726,CA-2015-127453,24-08-2014,26-08-2014,Philadelphia,United States,Office Supplies,Appliances,OFF-AP-10002906,Hoover Replacement Belt for Commercial Guardsman Heavy-Duty Upright Vacuum,JK-15370,Jay Kimmel,Consumer,3.552,2,0.2,0.444,East,Pennsylvania
1727,CA-2015-127453,29-10-2016,31-10-2016,Philadelphia,United States,Office Supplies,Appliances,OFF-AP-10003860,Fellowes Advanced 8 Outlet Surge Suppressor with Phone/Fax Protection,JK-15370,Jay Kimmel,Consumer,88.832,4,0.2,7.7728,East,Pennsylvania
1728,US-2017-164056,10-11-2014,16-11-2014,Dublin,United States,Furniture,Tables,FUR-TA-10001307,"SAFCO PlanMaster Heigh-Adjustable Drafting Table Base, 43w x 30d x 30-37h, Black",FM-14215,Filia McAdams,Corporate,1048.35,5,0.4,-69.89,East,Ohio
1729,CA-2016-106894,10-11-2014,16-11-2014,Springfield,United States,Technology,Accessories,TEC-AC-10003063,Micro Innovations USB RF Wireless Keyboard with Mouse,CA-12265,Christina Anderson,Consumer,100,4,0,21,South,Virginia
1730,CA-2016-106894,26-12-2014,30-12-2014,Springfield,United States,Office Supplies,Labels,OFF-LA-10001045,Permanent Self-Adhesive File Folder Labels for Typewriters by Universal,CA-12265,Christina Anderson,Consumer,7.83,3,0,3.6018,South,Virginia
1731,CA-2014-125136,20-03-2016,25-03-2016,Fayetteville,United States,Office Supplies,Paper,OFF-PA-10001457,White GlueTop Scratch Pads,KD-16495,Keith Dawkins,Corporate,96.256,8,0.2,31.2832,South,North Carolina
1732,CA-2014-125136,21-08-2017,22-08-2017,Fayetteville,United States,Office Supplies,Paper,OFF-PA-10001804,Xerox 195,KD-16495,Keith Dawkins,Corporate,10.688,2,0.2,3.7408,South,North Carolina
1733,US-2016-131149,04-12-2015,10-12-2015,Dallas,United States,Office Supplies,Storage,OFF-ST-10000689,"Fellowes Strictly Business Drawer File, Letter/Legal Size",LH-17155,Logan Haushalter,Consumer,338.04,3,0.2,-33.804,Central,Texas
1734,US-2016-131149,08-12-2017,09-12-2017,Dallas,United States,Office Supplies,Art,OFF-AR-10002135,Boston Heavy-Duty Trimline Electric Pencil Sharpeners,LH-17155,Logan Haushalter,Consumer,154.24,4,0.2,17.352,Central,Texas
1735,CA-2017-101483,14-12-2016,19-12-2016,Jacksonville,United States,Office Supplies,Appliances,OFF-AP-10002082,Holmes HEPA Air Purifier,AG-10675,Anna Gayman,Consumer,34.848,2,0.2,6.534,South,North Carolina
1736,CA-2017-101483,01-12-2016,05-12-2016,Jacksonville,United States,Technology,Phones,TEC-PH-10003442,Samsung Replacement EH64AVFWE Premium Headset,AG-10675,Anna Gayman,Consumer,22,5,0.2,1.375,South,North Carolina
1737,CA-2017-101483,07-04-2014,10-04-2014,Jacksonville,United States,Office Supplies,Art,OFF-AR-10002833,Newell 322,AG-10675,Anna Gayman,Consumer,4.368,3,0.2,0.3822,South,North Carolina
1738,CA-2015-130204,27-08-2014,29-08-2014,San Francisco,United States,Office Supplies,Storage,OFF-ST-10001325,Sterilite Officeware Hinged File Box,DB-13120,David Bremer,Corporate,31.44,3,0,8.4888,West,California
1739,CA-2015-130204,21-08-2017,27-08-2017,San Francisco,United States,Technology,Accessories,TEC-AC-10003038,Kingston Digital DataTraveler 16GB USB 2.0,DB-13120,David Bremer,Corporate,17.9,2,0,3.401,West,California
1740,CA-2015-130204,21-08-2017,27-08-2017,San Francisco,United States,Technology,Accessories,TEC-AC-10003590,"TRENDnet 56K USB 2.0 Phone, Internet and Fax Modem",DB-13120,David Bremer,Corporate,129.45,5,0,46.602,West,California
1741,CA-2014-110527,14-09-2014,19-09-2014,San Diego,United States,Office Supplies,Labels,OFF-LA-10000262,Avery 494,ED-13885,Emily Ducich,Home Office,20.88,8,0,9.6048,West,California
1742,CA-2017-152807,05-12-2015,09-12-2015,Philadelphia,United States,Office Supplies,Paper,OFF-PA-10004355,Xerox 231,MC-18100,Mick Crebagga,Consumer,20.736,4,0.2,7.2576,East,Pennsylvania
1743,CA-2017-152807,09-07-2015,14-07-2015,Philadelphia,United States,Furniture,Furnishings,FUR-FU-10004415,"Stacking Tray, Side-Loading, Legal, Smoke",MC-18100,Mick Crebagga,Consumer,7.168,2,0.2,0.9856,East,Pennsylvania
1744,CA-2017-152807,19-11-2015,21-11-2015,Philadelphia,United States,Office Supplies,Storage,OFF-ST-10002486,Eldon Shelf Savers Cubes and Bins,MC-18100,Mick Crebagga,Consumer,11.168,2,0.2,-2.5128,East,Pennsylvania
1745,CA-2017-152807,24-12-2017,29-12-2017,Philadelphia,United States,Technology,Accessories,TEC-AC-10001142,First Data FD10 PIN Pad,MC-18100,Mick Crebagga,Consumer,442.4,7,0.2,-55.3,East,Pennsylvania
1746,CA-2014-133270,21-04-2017,24-04-2017,Rochester,United States,Office Supplies,Art,OFF-AR-10002656,Sanford Liquid Accent Highlighters,BM-11785,Bryan Mills,Consumer,13.36,2,0,4.9432,East,New York
1747,CA-2016-155670,20-12-2016,24-12-2016,Jacksonville,United States,Office Supplies,Binders,OFF-BI-10000138,Acco Translucent Poly Ring Binders,EM-14065,Erin Mull,Consumer,11.232,8,0.7,-8.2368,South,North Carolina
1748,CA-2016-155670,27-08-2017,29-08-2017,Jacksonville,United States,Office Supplies,Paper,OFF-PA-10004947,Easy-staple paper,EM-14065,Erin Mull,Consumer,10.272,3,0.2,3.21,South,North Carolina
1749,US-2014-157406,18-09-2015,23-09-2015,Houston,United States,Office Supplies,Paper,OFF-PA-10003543,Xerox 1985,DA-13450,Dianna Arnett,Home Office,10.368,2,0.2,3.6288,Central,Texas
1750,US-2014-157406,03-05-2015,08-05-2015,Houston,United States,Office Supplies,Art,OFF-AR-10002221,12 Colored Short Pencils,DA-13450,Dianna Arnett,Home Office,6.24,3,0.2,0.546,Central,Texas
1751,CA-2015-139094,14-11-2015,19-11-2015,San Antonio,United States,Furniture,Tables,FUR-TA-10004607,Hon 2111 Invitation Series Straight Table,MO-17800,Meg O'Connel,Home Office,206.962,2,0.3,-32.5226,Central,Texas
1752,CA-2017-168837,26-07-2014,02-08-2014,Oakland,United States,Furniture,Furnishings,FUR-FU-10001918,C-Line Cubicle Keepers Polyproplyene Holder With Velcro Backings,JW-15955,Joni Wasserman,Consumer,9.46,2,0,3.6894,West,California
1753,CA-2017-116715,21-09-2015,21-09-2015,San Francisco,United States,Office Supplies,Storage,OFF-ST-10004340,"Fellowes Mobile File Cart, Black",VW-21775,Victoria Wilson,Corporate,559.62,9,0,151.0974,West,California
1754,CA-2017-116715,06-06-2017,10-06-2017,San Francisco,United States,Office Supplies,Paper,OFF-PA-10004475,Xerox 1940,VW-21775,Victoria Wilson,Corporate,109.92,2,0,53.8608,West,California
1755,CA-2017-116715,17-09-2014,21-09-2014,San Francisco,United States,Office Supplies,Paper,OFF-PA-10003893,Xerox 1962,VW-21775,Victoria Wilson,Corporate,8.56,2,0,3.852,West,California
1756,CA-2015-135622,04-04-2014,09-04-2014,Fort Worth,United States,Office Supplies,Paper,OFF-PA-10000100,Xerox 1945,TT-21460,Tonja Turnell,Home Office,360.712,11,0.2,130.7581,Central,Texas
1757,CA-2015-135622,26-06-2016,03-07-2016,Fort Worth,United States,Technology,Phones,TEC-PH-10001817,Wilson Electronics DB Pro Signal Booster,TT-21460,Tonja Turnell,Home Office,1718.4,6,0.2,150.36,Central,Texas
1758,US-2015-107349,19-02-2017,20-02-2017,Houston,United States,Office Supplies,Binders,OFF-BI-10001765,Wilson Jones Heavy-Duty Casebound Ring Binders with Metal Hinges,SL-20155,Sara Luxemburg,Home Office,41.568,6,0.8,-66.5088,Central,Texas
1759,CA-2014-139017,22-10-2016,24-10-2016,Houston,United States,Technology,Accessories,TEC-AC-10001013,Logitech ClearChat Comfort/USB Headset H390,RM-19375,Raymond Messe,Consumer,46.864,2,0.2,7.6154,Central,Texas
1760,CA-2014-141817,15-12-2017,20-12-2017,Philadelphia,United States,Office Supplies,Art,OFF-AR-10003478,"Avery Hi-Liter EverBold Pen Style Fluorescent Highlighters, 4/Pack",MB-18085,Mick Brown,Consumer,19.536,3,0.2,4.884,East,Pennsylvania
1761,CA-2015-130785,25-11-2014,27-11-2014,San Diego,United States,Furniture,Bookcases,FUR-BO-10000330,"Sauder Camden County Barrister Bookcase, Planked Cherry Finish",AG-10900,Arthur Gainer,Consumer,411.332,4,0.15,-4.8392,West,California
1762,CA-2015-130785,08-03-2015,12-03-2015,San Diego,United States,Office Supplies,Binders,OFF-BI-10001900,"DXL Angle-View Binders with Locking Rings, Black",AG-10900,Arthur Gainer,Consumer,28.752,6,0.2,9.7038,West,California
1763,CA-2015-130785,11-10-2014,16-10-2014,San Diego,United States,Furniture,Bookcases,FUR-BO-10003159,"Sauder Camden County Collection Libraries, Planked Cherry Finish",AG-10900,Arthur Gainer,Consumer,293.199,3,0.15,-20.6964,West,California
1764,CA-2016-110254,01-01-2017,05-01-2017,Suffolk,United States,Office Supplies,Supplies,OFF-SU-10002573,"Acme 10"" Easy Grip Assistive Scissors",ML-17755,Max Ludwig,Home Office,35.06,2,0,10.518,South,Virginia
1765,CA-2016-110254,29-12-2014,02-01-2015,Suffolk,United States,Office Supplies,Labels,OFF-LA-10004484,Avery 476,ML-17755,Max Ludwig,Home Office,4.13,1,0,1.8998,South,Virginia
1766,CA-2016-110254,29-12-2014,02-01-2015,Suffolk,United States,Furniture,Furnishings,FUR-FU-10001591,Advantus Panel Wall Certificate Holder - 8.5x11,ML-17755,Max Ludwig,Home Office,109.8,9,0,46.116,South,Virginia
1767,CA-2016-110254,25-06-2015,30-06-2015,Suffolk,United States,Office Supplies,Labels,OFF-LA-10002034,Avery 478,ML-17755,Max Ludwig,Home Office,9.82,2,0,4.8118,South,Virginia
1768,US-2014-158057,21-12-2017,21-12-2017,Greensboro,United States,Office Supplies,Binders,OFF-BI-10004410,"C-Line Peel & Stick Add-On Filing Pockets, 8-3/4 x 5-1/8, 10/Pack",CC-12685,Craig Carroll,Consumer,7.644,4,0.7,-5.8604,South,North Carolina
1769,US-2014-158057,28-11-2015,04-12-2015,Greensboro,United States,Office Supplies,Binders,OFF-BI-10002735,GBC Prestige Therm-A-Bind Covers,CC-12685,Craig Carroll,Consumer,51.465,5,0.7,-39.4565,South,North Carolina
1770,CA-2017-146024,08-04-2016,14-04-2016,Dallas,United States,Office Supplies,Supplies,OFF-SU-10001935,Staple remover,SC-20770,Stewart Carmichael,Corporate,6.976,4,0.2,-1.3952,Central,Texas
1771,CA-2017-146024,31-10-2014,02-11-2014,Dallas,United States,Office Supplies,Binders,OFF-BI-10003291,Wilson Jones Leather-Like Binders with DublLock Round Rings,SC-20770,Stewart Carmichael,Corporate,12.222,7,0.8,-20.1663,Central,Texas
1772,CA-2016-129686,31-10-2014,02-11-2014,Chicago,United States,Office Supplies,Storage,OFF-ST-10004337,"SAFCO Commercial Wire Shelving, 72h",GG-14650,Greg Guthrie,Corporate,97.984,2,0.2,-24.496,Central,Illinois
1773,CA-2016-129686,28-11-2017,04-12-2017,Chicago,United States,Technology,Accessories,TEC-AC-10001266,Memorex Micro Travel Drive 8 GB,GG-14650,Greg Guthrie,Corporate,62.4,6,0.2,19.5,Central,Illinois
1774,CA-2014-118976,28-11-2017,04-12-2017,Baltimore,United States,Office Supplies,Binders,OFF-BI-10001628,"Acco Data Flex Cable Posts For Top & Bottom Load Binders, 6"" Capacity",MY-18295,Muhammed Yedwab,Corporate,20.86,2,0,9.387,East,Maryland
1775,CA-2014-118976,24-11-2016,27-11-2016,Baltimore,United States,Office Supplies,Storage,OFF-ST-10000877,Recycled Steel Personal File for Standard File Folders,MY-18295,Muhammed Yedwab,Corporate,497.61,9,0,129.3786,East,Maryland
1776,CA-2014-118976,16-04-2016,20-04-2016,Baltimore,United States,Office Supplies,Art,OFF-AR-10004752,Blackstonian Pencils,MY-18295,Muhammed Yedwab,Corporate,5.34,2,0,1.4952,East,Maryland
1777,CA-2014-118976,03-07-2017,10-07-2017,Baltimore,United States,Office Supplies,Labels,OFF-LA-10000452,Avery 488,MY-18295,Muhammed Yedwab,Corporate,3.15,1,0,1.512,East,Maryland
1778,CA-2015-105347,26-10-2014,30-10-2014,Los Angeles,United States,Office Supplies,Paper,OFF-PA-10000675,Xerox 1919,DP-13000,Darren Powers,Consumer,368.91,9,0,180.7659,West,California
1779,CA-2015-105347,07-12-2017,11-12-2017,Los Angeles,United States,Office Supplies,Art,OFF-AR-10003045,Prang Colored Pencils,DP-13000,Darren Powers,Consumer,14.7,5,0,6.615,West,California
1780,CA-2016-124667,18-09-2016,25-09-2016,New York City,United States,Technology,Accessories,TEC-AC-10003447,Micropad Numeric Keypads,BD-11770,Bryan Davis,Consumer,59.97,3,0,14.9925,East,New York
1781,CA-2016-124667,25-04-2014,30-04-2014,New York City,United States,Office Supplies,Storage,OFF-ST-10002276,Safco Steel Mobile File Cart,BD-11770,Bryan Davis,Consumer,83.36,1,0,20.84,East,New York
1782,CA-2015-111094,17-03-2016,17-03-2016,Franklin,United States,Office Supplies,Paper,OFF-PA-10001609,Tops Wirebound Message Log Books,CB-12535,Claudia Bergmann,Corporate,6.58,2,0,3.0268,East,Massachusetts
1783,CA-2015-111094,03-11-2016,08-11-2016,Franklin,United States,Office Supplies,Binders,OFF-BI-10001597,"Wilson Jones Ledger-Size, Piano-Hinge Binder, 2"", Blue",CB-12535,Claudia Bergmann,Corporate,122.94,3,0,59.0112,East,Massachusetts
1784,CA-2017-166317,19-06-2015,23-06-2015,Milwaukee,United States,Office Supplies,Paper,OFF-PA-10004475,Xerox 1940,JE-15610,Jim Epp,Corporate,219.84,4,0,107.7216,Central,Wisconsin
1785,CA-2017-166317,04-07-2016,06-07-2016,Milwaukee,United States,Technology,Accessories,TEC-AC-10004510,Logitech Desktop MK120 Mouse and keyboard Combo,JE-15610,Jim Epp,Corporate,98.16,6,0,9.816,Central,Wisconsin
1786,CA-2017-166317,24-12-2014,29-12-2014,Milwaukee,United States,Office Supplies,Binders,OFF-BI-10002976,ACCOHIDE Binder by Acco,JE-15610,Jim Epp,Corporate,33.04,8,0,15.5288,Central,Wisconsin
1787,CA-2017-166317,10-11-2016,14-11-2016,Milwaukee,United States,Technology,Phones,TEC-PH-10001615,AT&T CL82213,JE-15610,Jim Epp,Corporate,86.97,3,0,25.2213,Central,Wisconsin
1788,CA-2015-154326,20-02-2014,26-02-2014,Kenosha,United States,Technology,Phones,TEC-PH-10001819,Innergie mMini Combo Duo USB Travel Charging Kit,RP-19855,Roy Phan,Corporate,134.97,3,0,64.7856,Central,Wisconsin
1789,CA-2015-154326,17-07-2017,23-07-2017,Kenosha,United States,Technology,Phones,TEC-PH-10000560,Samsung Galaxy S III - 16GB - pebble blue (T-Mobile),RP-19855,Roy Phan,Corporate,699.98,2,0,195.9944,Central,Wisconsin
1790,CA-2015-154326,08-07-2017,12-07-2017,Kenosha,United States,Technology,Accessories,TEC-AC-10004568,Maxell LTO Ultrium - 800 GB,RP-19855,Roy Phan,Corporate,139.95,5,0,26.5905,Central,Wisconsin
1791,CA-2014-102008,04-12-2015,09-12-2015,New York City,United States,Office Supplies,Paper,OFF-PA-10004092,Tops Green Bar Computer Printout Paper,RA-19915,Russell Applegate,Consumer,48.94,1,0,24.47,East,New York
1792,CA-2014-120474,19-04-2014,21-04-2014,Madison,United States,Furniture,Chairs,FUR-CH-10001854,Office Star - Professional Matrix Back Chair with 2-to-1 Synchro Tilt and Mesh Fabric Seat,RP-19390,Resi Pölking,Consumer,2807.84,8,0,673.8816,Central,Wisconsin
1793,CA-2014-120474,12-12-2016,18-12-2016,Madison,United States,Office Supplies,Art,OFF-AR-10000475,"Hunt BOSTON Vista Battery-Operated Pencil Sharpener, Black",RP-19390,Resi Pölking,Consumer,46.64,4,0,12.5928,Central,Wisconsin
1794,CA-2014-104773,02-11-2017,04-11-2017,Houston,United States,Office Supplies,Storage,OFF-ST-10000777,"Companion Letter/Legal File, Black",TB-21175,Thomas Boland,Corporate,60.416,2,0.2,6.0416,Central,Texas
1795,CA-2016-140774,09-11-2017,14-11-2017,Olathe,United States,Office Supplies,Art,OFF-AR-10004022,Panasonic KP-380BK Classic Electric Pencil Sharpener,BE-11455,Brad Eason,Home Office,107.94,3,0,26.985,Central,Kansas
1796,US-2017-139465,15-10-2015,15-10-2015,New York City,United States,Office Supplies,Storage,OFF-ST-10002352,Iris Project Case,MR-17545,Mathew Reese,Home Office,63.84,8,0,16.5984,East,New York
1797,US-2017-139465,03-08-2017,08-08-2017,New York City,United States,Technology,Phones,TEC-PH-10000455,GE 30522EE2,MR-17545,Mathew Reese,Home Office,347.97,3,0,100.9113,East,New York
1798,US-2017-139465,10-01-2016,17-01-2016,New York City,United States,Office Supplies,Binders,OFF-BI-10003910,DXL Angle-View Binders with Locking Rings by Samsill,MR-17545,Mathew Reese,Home Office,37.008,6,0.2,11.565,East,New York
1799,CA-2016-100965,31-07-2016,06-08-2016,San Jose,United States,Furniture,Furnishings,FUR-FU-10003039,"Howard Miller 11-1/2"" Diameter Grantwood Wall Clock",RM-19375,Raymond Messe,Consumer,215.65,5,0,73.321,West,California
1800,CA-2016-121034,17-12-2015,17-12-2015,Dallas,United States,Office Supplies,Fasteners,OFF-FA-10000585,OIC Bulk Pack Metal Binder Clips,JF-15565,Jill Fjeld,Consumer,11.168,4,0.2,3.6296,Central,Texas
1801,CA-2016-121034,17-05-2016,18-05-2016,Dallas,United States,Office Supplies,Paper,OFF-PA-10001994,"Ink Jet Note and Greeting Cards, 8-1/2"" x 5-1/2"" Card Size",JF-15565,Jill Fjeld,Consumer,53.952,3,0.2,17.5344,Central,Texas
