Row ID,Order ID,Order Date,Ship Date,City,Country,Category,Sub-Category,Product ID,Product Name,Customer ID,Customer Name,Segment,Sales,Quantity,Discount,Profit
2705,CA-2017-156818,07-11-2017,7/13/2017,New York City,United States,Technology,Accessories,TEC-AC-10002323,SanDisk Ultra 32 GB MicroSDHC Class 10 Memory Card,JD-16015,Joy Daniels,Consumer,132.6,6,0,17.238
2706,CA-2017-155873,6/16/2017,6/21/2017,Carlsbad,United States,Office Supplies,Supplies,OFF-SU-10001165,Acme Elite Stainless Steel Scissors,AB-10255,Alejandro Ballentine,Home Office,16.68,2,0,4.3368
2707,CA-2017-155873,6/16/2017,6/21/2017,Carlsbad,United States,Office Supplies,Paper,OFF-PA-10001246,Xerox 215,AB-10255,Alejandro Ballentine,Home Office,19.44,3,0,9.3312
2708,CA-2017-155873,6/16/2017,6/21/2017,Carlsbad,United States,Office Supplies,Paper,OFF-PA-10001815,Xerox 1885,AB-10255,Alejandro Ballentine,Home Office,192.16,4,0,92.2368
2709,CA-2015-121797,1/30/2015,02-06-2015,Los Angeles,United States,Furniture,Furnishings,FUR-FU-10001876,"Computer Room Manger, 14""",CC-12145,Charles Crestani,Consumer,227.36,7,0,81.8496
2710,CA-2015-121797,1/30/2015,02-06-2015,Los Angeles,United States,Technology,Machines,TEC-MA-10000488,Bady BDG101FRU Card Printer,CC-12145,Charles Crestani,Consumer,1919.976,3,0.2,215.9973
2711,US-2015-120572,12-11-2015,12/15/2015,Jacksonville,United States,Office Supplies,Binders,OFF-BI-10001098,Acco D-Ring Binder w/DublLock,GH-14425,Gary Hwang,Consumer,12.828,2,0.7,-8.9796
2712,CA-2017-132430,10-09-2017,10-11-2017,Lakewood,United States,Furniture,Furnishings,FUR-FU-10003577,Nu-Dell Leatherette Frames,CP-12085,Cathy Prescott,Corporate,45.888,4,0.2,9.1776
2713,CA-2017-146031,7/29/2017,08-01-2017,Troy,United States,Office Supplies,Art,OFF-AR-10002656,Sanford Liquid Accent Highlighters,GM-14440,Gary McGarr,Consumer,60.12,9,0,22.2444
2714,CA-2014-110100,4/25/2014,4/29/2014,Wilmington,United States,Technology,Phones,TEC-PH-10004531,AT&T CL2909,LC-16885,Lena Creighton,Consumer,302.376,3,0.2,37.797
2715,CA-2015-103723,12-01-2015,12-06-2015,Seattle,United States,Office Supplies,Art,OFF-AR-10003251,Prang Drawing Pencil Set,BT-11305,Beth Thompson,Home Office,13.9,5,0,5.56
2716,CA-2014-127187,12-04-2014,12-08-2014,New York City,United States,Technology,Phones,TEC-PH-10000673,Plantronics Voyager Pro HD - Bluetooth Headset,CP-12085,Cathy Prescott,Corporate,129.98,2,0,62.3904
2717,CA-2017-128475,8/26/2017,09-01-2017,Columbus,United States,Technology,Accessories,TEC-AC-10000158,Sony 64GB Class 10 Micro SDHC R40 Memory Card,SC-20680,Steve Carroll,Home Office,71.98,2,0,15.1158
2718,CA-2014-100006,09-07-2014,9/13/2014,New York City,United States,Technology,Phones,TEC-PH-10002075,AT&T EL51110 DECT,DK-13375,Dennis Kane,Consumer,377.97,3,0,109.6113
2719,CA-2017-144827,12/21/2017,12/27/2017,Costa Mesa,United States,Office Supplies,Storage,OFF-ST-10004340,"Fellowes Mobile File Cart, Black",SE-20110,Sanjit Engle,Consumer,124.36,2,0,33.5772
2720,CA-2014-110030,12-06-2014,12-08-2014,Houston,United States,Furniture,Furnishings,FUR-FU-10002759,12-1/2 Diameter Round Wall Clock,LF-17185,Luke Foster,Consumer,23.976,3,0.6,-14.3856
2721,CA-2014-121286,11-04-2014,11-08-2014,Cary,United States,Office Supplies,Fasteners,OFF-FA-10000585,OIC Bulk Pack Metal Binder Clips,ON-18715,Odella Nelson,Corporate,8.376,3,0.2,2.7222
2722,CA-2014-121286,11-04-2014,11-08-2014,Cary,United States,Office Supplies,Appliances,OFF-AP-10004859,Acco 6 Outlet Guardian Premium Surge Suppressor,ON-18715,Odella Nelson,Corporate,58.24,5,0.2,5.096
2723,CA-2016-164735,4/14/2016,4/19/2016,Alexandria,United States,Office Supplies,Storage,OFF-ST-10001558,Acco Perma 4000 Stacking Storage Drawers,TB-21400,Tom Boeckenhauer,Consumer,81.2,5,0,12.18
2724,CA-2014-153479,10-04-2014,10-08-2014,Vallejo,United States,Office Supplies,Labels,OFF-LA-10004689,Avery 512,DF-13135,David Flashing,Consumer,14.45,5,0,6.7915
2725,CA-2014-153479,10-04-2014,10-08-2014,Vallejo,United States,Office Supplies,Binders,OFF-BI-10002867,GBC Recycled Regency Composition Covers,DF-13135,David Flashing,Consumer,95.648,2,0.2,31.0856
2726,CA-2017-149888,11-07-2017,11/13/2017,Philadelphia,United States,Technology,Phones,TEC-PH-10003811,Jabra Supreme Plus Driver Edition Headset,EP-13915,Emily Phan,Consumer,359.97,5,0.4,-71.994
2727,CA-2017-149888,11-07-2017,11/13/2017,Philadelphia,United States,Furniture,Tables,FUR-TA-10000849,Bevis Rectangular Conference Tables,EP-13915,Emily Phan,Consumer,350.352,4,0.4,-140.1408
2728,CA-2017-119193,12/22/2017,12/24/2017,Toledo,United States,Office Supplies,Binders,OFF-BI-10000848,Angle-D Ring Binders,SK-19990,Sally Knutson,Consumer,1.641,1,0.7,-1.3128
2729,CA-2017-119193,12/22/2017,12/24/2017,Toledo,United States,Technology,Phones,TEC-PH-10003072,Panasonic KX-TG9541B DECT 6.0 Digital 2-Line Expandable Cordless Phone With Digital Answering System,SK-19990,Sally Knutson,Consumer,629.958,7,0.4,94.4937
2730,CA-2017-104801,2/13/2017,2/19/2017,Seattle,United States,Office Supplies,Art,OFF-AR-10001547,Newell 311,FH-14350,Fred Harton,Consumer,6.63,3,0,1.7901
2731,CA-2017-104801,2/13/2017,2/19/2017,Seattle,United States,Technology,Accessories,TEC-AC-10001838,Razer Tiamat Over Ear 7.1 Surround Sound PC Gaming Headset,FH-14350,Fred Harton,Consumer,799.96,4,0,343.9828
2732,CA-2017-104801,2/13/2017,2/19/2017,Seattle,United States,Furniture,Furnishings,FUR-FU-10004017,"Tenex Contemporary Contur Chairmats for Low and Medium Pile Carpet, Computer, 39"" x 49""",FH-14350,Fred Harton,Consumer,107.53,1,0,21.506
2733,CA-2014-107594,07-02-2014,07-06-2014,Plainfield,United States,Technology,Phones,TEC-PH-10002923,"Logitech B530 USB Headset - headset - Full size, Binaural",EH-13945,Eric Hoffmann,Consumer,73.98,2,0,19.9746
2734,CA-2014-107594,07-02-2014,07-06-2014,Plainfield,United States,Office Supplies,Art,OFF-AR-10000716,DIXON Ticonderoga Erasable Checking Pencils,EH-13945,Eric Hoffmann,Consumer,5.58,1,0,2.1762
2735,CA-2015-129770,2/21/2015,2/23/2015,Las Cruces,United States,Office Supplies,Paper,OFF-PA-10000249,Easy-staple paper,JE-15715,Joe Elijah,Consumer,49.12,4,0,23.0864
2736,CA-2015-115798,11/13/2015,11/19/2015,Newark,United States,Technology,Phones,TEC-PH-10003691,BlackBerry Q10,KL-16645,Ken Lonsdale,Consumer,377.97,3,0,94.4925
2737,CA-2015-115798,11/13/2015,11/19/2015,Newark,United States,Office Supplies,Paper,OFF-PA-10001560,"Adams Telephone Message Books, 5 1/4” x 11”",KL-16645,Ken Lonsdale,Consumer,42.28,7,0,19.8716
2738,CA-2015-115798,11/13/2015,11/19/2015,Newark,United States,Furniture,Bookcases,FUR-BO-10004467,Bestar Classic Bookcase,KL-16645,Ken Lonsdale,Consumer,299.97,3,0,56.9943
2739,CA-2015-115798,11/13/2015,11/19/2015,Newark,United States,Technology,Phones,TEC-PH-10001819,Innergie mMini Combo Duo USB Travel Charging Kit,KL-16645,Ken Lonsdale,Consumer,89.98,2,0,43.1904
2740,CA-2017-122707,4/16/2017,4/18/2017,Hoover,United States,Office Supplies,Supplies,OFF-SU-10000157,Compact Automatic Electric Letter Opener,EB-13750,Edward Becker,Corporate,477.24,4,0,9.5448
2741,CA-2017-122707,4/16/2017,4/18/2017,Hoover,United States,Technology,Accessories,TEC-AC-10004227,SanDisk Ultra 16 GB MicroSDHC Class 10 Memory Card,EB-13750,Edward Becker,Corporate,25.98,2,0,1.5588
2742,CA-2016-165015,2/25/2016,2/27/2016,Newark,United States,Office Supplies,Envelopes,OFF-EN-10003134,Staple envelope,BD-11725,Bruce Degenhardt,Consumer,46.72,5,0.2,17.52
2743,CA-2014-149244,11-04-2014,11-08-2014,San Diego,United States,Furniture,Furnishings,FUR-FU-10004671,"Executive Impressions 12"" Wall Clock",MS-17530,MaryBeth Skach,Consumer,35.34,2,0,13.4292
2744,CA-2015-140144,6/20/2015,6/25/2015,San Francisco,United States,Furniture,Furnishings,FUR-FU-10002253,"Howard Miller 13"" Diameter Pewter Finish Round Wall Clock",SC-20770,Stewart Carmichael,Corporate,257.64,6,0,100.4796
2745,CA-2015-140144,6/20/2015,6/25/2015,San Francisco,United States,Technology,Phones,TEC-PH-10002726,netTALK DUO VoIP Telephone Service,SC-20770,Stewart Carmichael,Corporate,125.976,3,0.2,47.241
2746,CA-2017-163321,08-07-2017,08-11-2017,Jacksonville,United States,Technology,Accessories,TEC-AC-10004571,Logitech G700s Rechargeable Gaming Mouse,FM-14380,Fred McMath,Consumer,79.992,1,0.2,21.9978
2747,CA-2014-155887,05-12-2014,5/17/2014,Franklin,United States,Furniture,Tables,FUR-TA-10002228,"Bevis Traditional Conference Table Top, Plinth Base",KT-16480,Kean Thornton,Consumer,700.056,3,0.3,-130.0104
2748,US-2015-165449,11/22/2015,11/26/2015,Frisco,United States,Technology,Accessories,TEC-AC-10004127,SanDisk Cruzer 8 GB USB Flash Drive,AP-10720,Anne Pryor,Home Office,27.168,4,0.2,-1.3584
2749,CA-2015-110247,12-04-2015,12-08-2015,Tallahassee,United States,Office Supplies,Binders,OFF-BI-10001553,SpineVue Locking Slant-D Ring Binders by Cardinal,RH-19555,Ritsa Hightower,Consumer,8.226,3,0.7,-6.0324
2750,US-2014-141257,06-08-2014,6/14/2014,Seattle,United States,Furniture,Chairs,FUR-CH-10002758,"Hon Deluxe Fabric Upholstered Stacking Chairs, Squared Back",CS-11950,Carlos Soltero,Consumer,585.552,3,0.2,73.194
2751,CA-2014-154669,08-08-2014,08-11-2014,Vacaville,United States,Office Supplies,Storage,OFF-ST-10000532,Advantus Rolling Drawer Organizers,TM-21010,Tamara Manning,Consumer,423.28,11,0,110.0528
2752,CA-2014-158029,5/26/2014,5/30/2014,Los Angeles,United States,Furniture,Chairs,FUR-CH-10000988,Hon Olson Stacker Stools,HF-14995,Herbert Flentye,Consumer,225.296,2,0.2,22.5296
2753,CA-2015-155306,4/17/2015,4/21/2015,San Francisco,United States,Office Supplies,Art,OFF-AR-10003251,Prang Drawing Pencil Set,GA-14515,George Ashbrook,Consumer,5.56,2,0,2.224
2754,CA-2015-155306,4/17/2015,4/21/2015,San Francisco,United States,Technology,Accessories,TEC-AC-10003174,Plantronics S12 Corded Telephone Headset System,GA-14515,George Ashbrook,Consumer,323.37,3,0,129.348
2755,CA-2015-155306,4/17/2015,4/21/2015,San Francisco,United States,Technology,Phones,TEC-PH-10002310,Plantronics Calisto P620-M USB Wireless Speakerphone System,GA-14515,George Ashbrook,Consumer,783.96,5,0.2,68.5965
2756,CA-2015-155306,4/17/2015,4/21/2015,San Francisco,United States,Office Supplies,Appliances,OFF-AP-10002651,Hoover Upright Vacuum With Dirt Cup,GA-14515,George Ashbrook,Consumer,1447.65,5,0,419.8185
2757,CA-2015-155306,4/17/2015,4/21/2015,San Francisco,United States,Office Supplies,Paper,OFF-PA-10001184,Xerox 1903,GA-14515,George Ashbrook,Consumer,11.96,2,0,5.8604
2758,CA-2016-127775,06-11-2016,6/13/2016,New York City,United States,Technology,Accessories,TEC-AC-10002402,Razer Kraken PRO Over Ear PC and Music Headset,ES-14020,Erica Smith,Consumer,239.97,3,0,71.991
2759,CA-2016-146171,03-11-2016,3/15/2016,Columbus,United States,Furniture,Furnishings,FUR-FU-10004270,"Executive Impressions 13"" Clairmont Wall Clock",JP-16135,Julie Prescott,Home Office,76.92,4,0,31.5372
2760,CA-2016-146171,03-11-2016,3/15/2016,Columbus,United States,Office Supplies,Storage,OFF-ST-10001526,Iceberg Mobile Mega Data/Printer Cart ,JP-16135,Julie Prescott,Home Office,481.32,4,0,125.1432
2761,CA-2014-129574,5/26/2014,5/29/2014,Murray,United States,Office Supplies,Paper,OFF-PA-10002893,"Wirebound Service Call Books, 5 1/2"" x 4""",Dp-13240,Dean percer,Home Office,48.4,5,0,23.232
2762,CA-2017-126536,10-12-2017,10/14/2017,San Francisco,United States,Technology,Accessories,TEC-AC-10003709,Maxell 4.7GB DVD-R 5/Pack,NK-18490,Neil Knudson,Home Office,0.99,1,0,0.4356
2763,CA-2017-126536,10-12-2017,10/14/2017,San Francisco,United States,Office Supplies,Binders,OFF-BI-10001191,Canvas Sectional Post Binders,NK-18490,Neil Knudson,Home Office,101.84,5,0.2,36.917
2764,CA-2017-165757,6/22/2017,6/28/2017,Philadelphia,United States,Office Supplies,Binders,OFF-BI-10003166,GBC Plasticlear Binding Covers,PL-18925,Paul Lucas,Home Office,10.332,3,0.7,-7.5768
2765,CA-2017-165757,6/22/2017,6/28/2017,Philadelphia,United States,Office Supplies,Binders,OFF-BI-10003982,Wilson Jones Century Plastic Molded Ring Binders,PL-18925,Paul Lucas,Home Office,31.155,5,0.7,-23.8855
2766,CA-2017-165757,6/22/2017,6/28/2017,Philadelphia,United States,Office Supplies,Storage,OFF-ST-10004835,Plastic Stacking Crates & Casters,PL-18925,Paul Lucas,Home Office,8.928,2,0.2,0.6696
2767,CA-2017-167752,1/15/2017,1/18/2017,Philadelphia,United States,Office Supplies,Appliances,OFF-AP-10000159,Belkin F9M820V08 8 Outlet Surge,RW-19690,Robert Waldorf,Consumer,34.384,1,0.2,3.8682
2768,CA-2017-167752,1/15/2017,1/18/2017,Philadelphia,United States,Office Supplies,Appliances,OFF-AP-10002945,Honeywell Enviracaire Portable HEPA Air Cleaner for 17' x 22' Room,RW-19690,Robert Waldorf,Consumer,1924.16,8,0.2,312.676
2769,US-2015-122140,04-02-2015,04-07-2015,Dallas,United States,Office Supplies,Appliances,OFF-AP-10001242,APC 7 Outlet Network SurgeArrest Surge Protector,MO-17950,Michael Oakman,Consumer,32.192,2,0.8,-80.48
2770,US-2015-122140,04-02-2015,04-07-2015,Dallas,United States,Technology,Accessories,TEC-AC-10003038,Kingston Digital DataTraveler 16GB USB 2.0,MO-17950,Michael Oakman,Consumer,50.12,7,0.2,-0.6265
2771,US-2015-122140,04-02-2015,04-07-2015,Dallas,United States,Technology,Accessories,TEC-AC-10003289,Anker Ultra-Slim Mini Bluetooth 3.0 Wireless Keyboard,MO-17950,Michael Oakman,Consumer,47.976,3,0.2,1.7991
2772,CA-2016-163986,09-03-2016,09-10-2016,Waukesha,United States,Office Supplies,Storage,OFF-ST-10000918,Crate-A-Files,JJ-15445,Jennifer Jackson,Consumer,54.5,5,0,14.17
2773,CA-2017-158967,12-10-2017,12-12-2017,Fort Lauderdale,United States,Furniture,Furnishings,FUR-FU-10001940,Staple-based wall hangings,BT-11680,Brian Thompson,Consumer,19.104,3,0.2,5.7312
2774,CA-2016-131576,11/22/2016,11/26/2016,Detroit,United States,Office Supplies,Binders,OFF-BI-10002852,Ibico Standard Transparent Covers,RD-19585,Rob Dowd,Consumer,49.44,3,0,24.2256
2775,CA-2017-143455,11-11-2017,11/18/2017,Springfield,United States,Office Supplies,Paper,OFF-PA-10004451,Xerox 222,ML-17755,Max Ludwig,Home Office,10.368,2,0.2,3.6288
2776,CA-2016-144729,10/21/2016,10/25/2016,San Diego,United States,Office Supplies,Storage,OFF-ST-10004804,"Belkin 19"" Vented Equipment Shelf, Black",JE-15745,Joel Eaton,Consumer,154.44,3,0,1.5444
2777,CA-2015-127019,12/21/2015,12/25/2015,Colorado Springs,United States,Office Supplies,Appliances,OFF-AP-10003971,Belkin 6 Outlet Metallic Surge Strip,ER-13855,Elpida Rittenbach,Corporate,60.984,7,0.2,4.5738
2778,CA-2015-138534,7/17/2015,7/19/2015,Bakersfield,United States,Furniture,Bookcases,FUR-BO-10003159,"Sauder Camden County Collection Libraries, Planked Cherry Finish",JM-15535,Jessica Myrick,Consumer,195.466,2,0.15,-13.7976
2779,CA-2017-108322,4/30/2017,05-05-2017,Pompano Beach,United States,Furniture,Furnishings,FUR-FU-10001935,3M Hangers With Command Adhesive,SS-20140,Saphhira Shifley,Corporate,23.68,8,0.2,6.216
2780,CA-2017-108322,4/30/2017,05-05-2017,Pompano Beach,United States,Technology,Accessories,TEC-AC-10003433,Maxell 4.7GB DVD+R 5/Pack,SS-20140,Saphhira Shifley,Corporate,2.376,3,0.2,0.7425
2781,CA-2017-167668,05-06-2017,05-08-2017,New York City,United States,Office Supplies,Labels,OFF-LA-10004544,Avery 505,TC-21295,Toby Carlisle,Consumer,59.2,4,0,29.6
2782,CA-2017-146724,11/20/2017,11/27/2017,Lakeville,United States,Office Supplies,Art,OFF-AR-10001026,"Sanford Uni-Blazer View Highlighters, Chisel Tip, Yellow",HG-15025,Hunter Glantz,Consumer,22,10,0,9.68
2783,CA-2016-139878,11-11-2016,11/16/2016,Detroit,United States,Technology,Phones,TEC-PH-10001336,Digium D40 VoIP phone,LD-17005,Lisa DeCherney,Consumer,257.98,2,0,74.8142
2784,US-2016-106677,11-05-2016,11-10-2016,Philadelphia,United States,Technology,Phones,TEC-PH-10003187,Anker Astro Mini 3000mAh Ultra-Compact Portable Charger,AS-10285,Alejandro Savely,Corporate,23.988,2,0.4,-15.992
2785,CA-2016-116974,10-09-2016,10/15/2016,Troy,United States,Technology,Phones,TEC-PH-10004897,Mediabridge Sport Armband iPhone 5s,MP-17965,Michael Paige,Corporate,23.976,4,0.4,-15.5844
2786,CA-2015-149972,9/21/2015,9/23/2015,Los Angeles,United States,Furniture,Chairs,FUR-CH-10004997,Hon Every-Day Series Multi-Task Chairs,CD-12790,Cynthia Delaney,Home Office,601.536,4,0.2,0
2787,CA-2015-149972,9/21/2015,9/23/2015,Los Angeles,United States,Office Supplies,Fasteners,OFF-FA-10002763,Advantus Map Pennant Flags and Round Head Tacks,CD-12790,Cynthia Delaney,Home Office,7.9,2,0,2.528
2788,US-2014-117744,12-02-2014,12-06-2014,Corpus Christi,United States,Furniture,Furnishings,FUR-FU-10001588,"Deflect-o SuperTray Unbreakable Stackable Tray, Letter, Black",MD-17860,Michael Dominguez,Corporate,58.36,5,0.6,-24.803
2789,US-2014-117744,12-02-2014,12-06-2014,Corpus Christi,United States,Office Supplies,Art,OFF-AR-10000940,Newell 343,MD-17860,Michael Dominguez,Corporate,16.464,7,0.2,1.4406
2790,US-2014-117744,12-02-2014,12-06-2014,Corpus Christi,United States,Furniture,Furnishings,FUR-FU-10002759,12-1/2 Diameter Round Wall Clock,MD-17860,Michael Dominguez,Corporate,39.96,5,0.6,-23.976
2791,CA-2014-125514,9/21/2014,9/22/2014,Omaha,United States,Office Supplies,Appliances,OFF-AP-10000358,Fellowes Basic Home/Office Series Surge Protectors,BM-11650,Brian Moss,Corporate,25.96,2,0,7.5284
2792,CA-2014-125514,9/21/2014,9/22/2014,Omaha,United States,Office Supplies,Appliances,OFF-AP-10003281,Acco 6 Outlet Guardian Standard Surge Suppressor,BM-11650,Brian Moss,Corporate,36.27,3,0,10.881
2793,CA-2014-125514,9/21/2014,9/22/2014,Omaha,United States,Office Supplies,Paper,OFF-PA-10000029,Xerox 224,BM-11650,Brian Moss,Corporate,6.48,1,0,3.1104
2794,CA-2014-154599,04-12-2014,4/17/2014,Redondo Beach,United States,Technology,Phones,TEC-PH-10001557,Pyle PMP37LED,KN-16450,Kean Nguyen,Corporate,1075.088,14,0.2,94.0702
2795,CA-2014-154599,04-12-2014,4/17/2014,Redondo Beach,United States,Technology,Phones,TEC-PH-10000576,AT&T 1080 Corded phone,KN-16450,Kean Nguyen,Corporate,438.368,4,0.2,38.3572
2796,CA-2014-154599,04-12-2014,4/17/2014,Redondo Beach,United States,Office Supplies,Binders,OFF-BI-10002764,Recycled Pressboard Report Cover with Reinforced Top Hinge,KN-16450,Kean Nguyen,Corporate,18.088,7,0.2,6.5569
2797,CA-2014-154599,04-12-2014,4/17/2014,Redondo Beach,United States,Furniture,Bookcases,FUR-BO-10001337,O'Sullivan Living Dimensions 2-Shelf Bookcases,KN-16450,Kean Nguyen,Corporate,308.499,3,0.15,-18.147
2798,CA-2017-158743,10/20/2017,10/27/2017,Little Rock,United States,Office Supplies,Art,OFF-AR-10002257,"Eldon Spacemaker Box, Quick-Snap Lid, Clear",IG-15085,Ivan Gibson,Consumer,13.36,4,0,4.1416
2799,CA-2017-158743,10/20/2017,10/27/2017,Little Rock,United States,Office Supplies,Paper,OFF-PA-10001019,Xerox 1884,IG-15085,Ivan Gibson,Consumer,39.96,2,0,18.7812
2800,CA-2017-158743,10/20/2017,10/27/2017,Little Rock,United States,Office Supplies,Binders,OFF-BI-10003364,Binding Machine Supplies,IG-15085,Ivan Gibson,Consumer,145.85,5,0,70.008
2801,CA-2016-153318,10/25/2016,10/28/2016,Miami,United States,Technology,Phones,TEC-PH-10000984,Panasonic KX-TG9471B,JS-15595,Jill Stevenson,Corporate,783.96,5,0.2,78.396
2802,US-2015-110163,11-01-2015,11-04-2015,Salem,United States,Office Supplies,Art,OFF-AR-10001683,Lumber Crayons,GA-14725,Guy Armstrong,Consumer,7.88,1,0.2,1.773
2803,CA-2017-143329,11-03-2017,11-08-2017,Las Cruces,United States,Furniture,Furnishings,FUR-FU-10000629,9-3/4 Diameter Round Wall Clock,DL-13330,Denise Leinenbach,Consumer,41.37,3,0,17.3754
2804,CA-2015-159380,05-12-2015,5/16/2015,San Francisco,United States,Office Supplies,Paper,OFF-PA-10003893,Xerox 1962,CS-12505,Cindy Stewart,Consumer,12.84,3,0,5.778
2805,CA-2015-159380,05-12-2015,5/16/2015,San Francisco,United States,Office Supplies,Paper,OFF-PA-10004239,Xerox 1953,CS-12505,Cindy Stewart,Consumer,25.68,6,0,11.556
2806,CA-2015-122623,09-07-2015,09-11-2015,El Paso,United States,Furniture,Chairs,FUR-CH-10000553,"Metal Folding Chairs, Beige, 4/Carton",CC-12145,Charles Crestani,Consumer,47.516,2,0.3,-2.0364
2807,CA-2015-148635,7/25/2015,7/27/2015,Seattle,United States,Office Supplies,Fasteners,OFF-FA-10004395,Plymouth Boxed Rubber Bands by Plymouth,MH-18025,Michelle Huthwaite,Consumer,9.42,2,0,0.471
2808,CA-2015-148635,7/25/2015,7/27/2015,Seattle,United States,Office Supplies,Paper,OFF-PA-10004782,Xerox 228,MH-18025,Michelle Huthwaite,Consumer,12.96,2,0,6.2208
2809,CA-2015-148635,7/25/2015,7/27/2015,Seattle,United States,Furniture,Bookcases,FUR-BO-10002213,"Sauder Forest Hills Library, Woodland Oak Finish",MH-18025,Michelle Huthwaite,Consumer,704.9,5,0,56.392
2810,CA-2015-148635,7/25/2015,7/27/2015,Seattle,United States,Furniture,Chairs,FUR-CH-10001854,Office Star - Professional Matrix Back Chair with 2-to-1 Synchro Tilt and Mesh Fabric Seat,MH-18025,Michelle Huthwaite,Consumer,561.568,2,0.2,28.0784
2811,CA-2015-135685,11/16/2015,11/18/2015,Milwaukee,United States,Office Supplies,Paper,OFF-PA-10000157,Xerox 191,MP-18175,Mike Pelletier,Home Office,179.82,9,0,84.5154
2812,CA-2015-135685,11/16/2015,11/18/2015,Milwaukee,United States,Furniture,Furnishings,FUR-FU-10001185,"Advantus Employee of the Month Certificate Frame, 11 x 13-1/2",MP-18175,Mike Pelletier,Home Office,185.58,6,0,76.0878
2813,CA-2015-135685,11/16/2015,11/18/2015,Milwaukee,United States,Furniture,Tables,FUR-TA-10001520,"Lesro Sheffield Collection Coffee Table, End Table, Center Table, Corner Table",MP-18175,Mike Pelletier,Home Office,214.11,3,0,36.3987
2814,CA-2015-135685,11/16/2015,11/18/2015,Milwaukee,United States,Technology,Accessories,TEC-AC-10004145,Logitech diNovo Edge Keyboard,MP-18175,Mike Pelletier,Home Office,999.96,4,0,229.9908
2815,CA-2015-135685,11/16/2015,11/18/2015,Milwaukee,United States,Furniture,Tables,FUR-TA-10000688,"Chromcraft Bull-Nose Wood Round Conference Table Top, Wood Base",MP-18175,Mike Pelletier,Home Office,653.55,3,0,111.1035
2816,CA-2015-104626,09-01-2015,09-08-2015,Franklin,United States,Office Supplies,Binders,OFF-BI-10001510,Deluxe Heavy-Duty Vinyl Round Ring Binder,DR-12940,Daniel Raglin,Home Office,114.6,5,0,51.57
2817,CA-2015-104626,09-01-2015,09-08-2015,Franklin,United States,Furniture,Chairs,FUR-CH-10003817,"Global Value Steno Chair, Gray",DR-12940,Daniel Raglin,Home Office,60.74,1,0,15.185
2818,CA-2015-104626,09-01-2015,09-08-2015,Franklin,United States,Furniture,Furnishings,FUR-FU-10000308,Deflect-o Glass Clear Studded Chair Mats,DR-12940,Daniel Raglin,Home Office,124.36,2,0,27.3592
2819,CA-2015-104626,09-01-2015,09-08-2015,Franklin,United States,Office Supplies,Storage,OFF-ST-10003208,Adjustable Depth Letter/Legal Cart,DR-12940,Daniel Raglin,Home Office,1088.76,6,0,315.7404
2820,CA-2016-160500,05-05-2016,05-08-2016,Encinitas,United States,Office Supplies,Binders,OFF-BI-10003784,Computer Printout Index Tabs,DM-13015,Darrin Martin,Consumer,6.72,5,0.2,2.352
2821,CA-2016-160500,05-05-2016,05-08-2016,Encinitas,United States,Furniture,Tables,FUR-TA-10003748,Bevis 36 x 72 Conference Tables,DM-13015,Darrin Martin,Consumer,298.776,3,0.2,7.4694
2822,CA-2017-100202,12/31/2016,01-05-2017,Anaheim,United States,Technology,Phones,TEC-PH-10002563,Adtran 1202752G1,BD-11620,Brian DeCherney,Consumer,302.376,3,0.2,22.6782
2823,CA-2017-131016,9/18/2017,9/20/2017,Arlington,United States,Office Supplies,Art,OFF-AR-10000122,Newell 314,DC-12850,Dan Campbell,Consumer,8.928,2,0.2,0.558
2824,CA-2017-131016,9/18/2017,9/20/2017,Arlington,United States,Office Supplies,Storage,OFF-ST-10000352,Acco Perma 2700 Stacking Storage Drawers,DC-12850,Dan Campbell,Consumer,47.584,2,0.2,-2.974
2825,US-2014-112914,9/25/2014,9/30/2014,Houston,United States,Office Supplies,Paper,OFF-PA-10003270,Xerox 1954,MT-18070,Michelle Tran,Home Office,33.792,8,0.2,10.56
2826,US-2014-112914,9/25/2014,9/30/2014,Houston,United States,Furniture,Bookcases,FUR-BO-10003272,O'Sullivan Living Dimensions 5-Shelf Bookcases,MT-18070,Michelle Tran,Home Office,300.5328,2,0.32,-97.2312
2827,US-2014-112914,9/25/2014,9/30/2014,Houston,United States,Office Supplies,Binders,OFF-BI-10002982,Avery Self-Adhesive Photo Pockets for Polaroid Photos,MT-18070,Michelle Tran,Home Office,2.724,2,0.8,-4.3584
2828,US-2014-112914,9/25/2014,9/30/2014,Houston,United States,Office Supplies,Envelopes,OFF-EN-10001509,Poly String Tie Envelopes,MT-18070,Michelle Tran,Home Office,3.264,2,0.2,1.1016
2829,CA-2016-124149,4/23/2016,4/26/2016,Lancaster,United States,Office Supplies,Paper,OFF-PA-10002421,Embossed Ink Jet Note Cards,MJ-17740,Max Jones,Consumer,108.336,6,0.2,37.9176
2830,CA-2016-124149,4/23/2016,4/26/2016,Lancaster,United States,Office Supplies,Storage,OFF-ST-10000760,Eldon Fold 'N Roll Cart System,MJ-17740,Max Jones,Consumer,55.92,5,0.2,6.291
2831,CA-2016-124149,4/23/2016,4/26/2016,Lancaster,United States,Office Supplies,Paper,OFF-PA-10002923,Xerox 1942,MJ-17740,Max Jones,Consumer,78.304,2,0.2,29.364
